Station,Year,Month,Day,Rainfall
10120,1983,10,3,0
10120,1983,10,4,0
10120,1983,10,5,0
10120,1983,10,6,4
10120,1983,10,7,4
10120,1983,10,8,0
10120,1983,10,9,0
10120,1983,10,10,76
10120,1983,10,11,9
10120,1983,10,12,17
10120,1983,10,13,0
10120,1983,10,14,0
10120,1983,10,15,10
10120,1983,10,16,10
10120,1983,10,17,0
10120,1983,10,18,0
10120,1983,10,19,0
10120,1983,10,20,0
10120,1983,10,21,0
10120,1983,10,22,0
10120,1983,10,23,1
10120,1983,10,24,20
10120,1983,10,25,0
10120,1983,10,26,0
10120,1983,10,27,0
10120,1983,10,28,0
10120,1983,10,29,0
10120,1983,10,30,0
10120,1983,10,31,0
10120,1983,11,1,0
10120,1983,11,2,0
10120,1983,11,3,0
10120,1983,11,4,0
10120,1983,11,5,0
10120,1983,11,6,0
10120,1983,11,7,0
10120,1983,11,8,0
10120,1983,11,9,0
10120,1983,11,10,0
10120,1983,11,11,0
10120,1983,11,12,0
10120,1983,11,13,0
10120,1983,11,14,0
10120,1983,11,15,0
10120,1983,11,16,0
10120,1983,11,17,0
10120,1983,11,18,0
10120,1983,11,19,0
10120,1983,11,20,0
10120,1983,11,21,0
10120,1983,11,22,0
10120,1983,11,23,0
10120,1983,11,24,0
10120,1983,11,25,0
10120,1983,11,26,0
10120,1983,11,27,0
10120,1983,11,28,0
10120,1983,11,29,0
10120,1983,11,30,0
10120,1983,12,1,0
10120,1983,12,2,0
10120,1983,12,3,0
10120,1983,12,4,0
10120,1983,12,5,0
10120,1983,12,6,0
10120,1983,12,7,0
10120,1983,12,8,0
10120,1983,12,9,0
10120,1983,12,10,0
10120,1983,12,11,0
10120,1983,12,12,0
10120,1983,12,13,0
10120,1983,12,14,0
10120,1983,12,15,0
10120,1983,12,16,0
10120,1983,12,17,0
10120,1983,12,18,0
10120,1983,12,19,0
10120,1983,12,20,0
10120,1983,12,21,0
10120,1983,12,22,0
10120,1983,12,23,0
10120,1983,12,24,0
10120,1983,12,25,0
10120,1983,12,26,15
10120,1983,12,27,17
10120,1983,12,28,0
10120,1983,12,29,0
10120,1983,12,30,0
10120,1983,12,31,0
10120,1984,1,1,0
10120,1984,1,2,0
10120,1984,1,3,0
10120,1984,1,4,0
10120,1984,1,5,0
10120,1984,1,6,0
10120,1984,1,7,0
10120,1984,1,8,0
10120,1984,1,9,0
10120,1984,1,10,0
10120,1984,1,11,0
10120,1984,1,12,0
10120,1984,1,13,0
10120,1984,1,14,0
10120,1984,1,15,0
10120,1984,1,16,26
10120,1984,1,17,20
10120,1984,1,18,0
10120,1984,1,19,0
10120,1984,1,20,0
10120,1984,1,21,0
10120,1984,1,22,0
10120,1984,1,23,0
10120,1984,1,24,0
10120,1984,1,25,0
10120,1984,1,26,0
10120,1984,1,27,0
10120,1984,1,28,0
10120,1984,1,29,0
10120,1984,1,30,0
10120,1984,1,31,0
10120,1984,2,1,0
10120,1984,2,2,0
10120,1984,2,3,0
10120,1984,2,4,0
10120,1984,2,5,0
10120,1984,2,6,0
10120,1984,2,7,0
10120,1984,2,8,0
10120,1984,2,9,0
10120,1984,2,10,0
10120,1984,2,11,0
10120,1984,2,12,0
10120,1984,2,13,0
10120,1984,2,14,0
10120,1984,2,15,0
10120,1984,2,16,0
10120,1984,2,17,0
10120,1984,2,18,0
10120,1984,2,19,0
10120,1984,2,20,0
10120,1984,2,21,3
10120,1984,2,22,0
10120,1984,2,23,0
10120,1984,2,24,0
10120,1984,2,25,0
10120,1984,2,26,0
10120,1984,2,27,0
10120,1984,2,28,0
10120,1984,2,29,0
10120,1984,3,1,0
10120,1984,3,2,0
10120,1984,3,3,0
10120,1984,3,4,0
